CRWD,5,tucker03,87.03,12/30/20
ZM,4,marcinduxbury,0.0,12/30/20
LMND,5,platonstefkov,0.0,12/30/20
FUBO,4,ricdizzle,0.0,12/30/20
ZM,4,acd,0.0,12/30/20
IMMR,4,adamsbos,0.0,12/30/20
ZM,4,masug,0.0,12/30/20
NET,5,klirenc,0.0,12/30/20
ISRG,5,nilesanomi,0.0,12/30/20
AAPL,4,daddycool,0.0,12/30/20
LMND,5,tale1,0.0,12/30/20
AMD,4,electricmotley,0.0,12/30/20
ZM,4,mindaugas1,0.0,12/30/20
ZNGA,4,tcib,0.0,12/30/20
BABA,4,tcib,0.0,12/30/20
LYG,2,tcib,0.0,12/30/20
PFE,4,huerita71,0.0,12/30/20
SPMD,0,huerita71,0.0,12/30/20
HA,3,huerita71,0.0,12/30/20
AAPL,4,huerita71,0.0,12/30/20
T,2,huerita71,0.0,12/30/20
APHA,2,huerita71,0.0,12/30/20
APPN,5,huerita71,0.0,12/30/20
LLNW,4,huerita71,0.0,12/30/20
ZNGA,4,huerita71,0.0,12/30/20
V,5,curious200,0.0,12/30/20
PINS,5,jimrennie,0.0,12/30/20
ADBE,4,curious200,0.0,12/30/20
WD,5,curious200,0.0,12/30/20
ISRG,5,curious200,0.0,12/30/20
VRTX,4,curious200,0.0,12/30/20
WIX,5,curious200,0.0,12/30/20
INTU,4,curious200,0.0,12/30/20
BMY,4,curious200,0.0,12/30/20
ABBV,5,curious200,0.0,12/30/20
DIS,5,curious200,0.0,12/30/20
IIPR,4,curious200,0.0,12/30/20
GOOG,4,curious200,0.0,12/30/20
MSFT,4,curious200,0.0,12/30/20
NKE,4,curious200,0.0,12/30/20
CMG,3,curious200,0.0,12/30/20
SIVB,4,curious200,0.0,12/30/20
PAYC,5,curious200,0.0,12/30/20
FB,4,curious200,0.0,12/30/20
TEAM,5,curious200,0.0,12/30/20
DXCM,5,curious200,0.0,12/30/20
JD,5,curious200,0.0,12/30/20
PYPL,5,curious200,0.0,12/30/20
TDOC,5,curious200,0.0,12/30/20
FLGT,5,curious200,0.0,12/30/20
KNSL,4,curious200,0.0,12/30/20
TTD,5,curious200,0.0,12/30/20
OKTA,5,curious200,0.0,12/30/20
SHOP,4,curious200,0.0,12/30/20
MELI,5,curious200,0.0,12/30/20
CRSP,4,curious200,0.0,12/30/20
NVTA,4,curious200,0.0,12/30/20
PACB,3,curious200,0.0,12/30/20
TWLO,5,curious200,0.0,12/30/20
MGNI,5,curious200,0.0,12/30/20
RNG,4,curious200,0.0,12/30/20
APPN,5,curious200,0.0,12/30/20
FUBO,4,fahad971,0.0,12/30/20
LMND,5,klky87,0.0,12/30/20
T,2,abhilonline,0.0,12/30/20
NIO,2,kashani1978,0.0,12/30/20
AAPL,4,foolsuggestions,0.0,12/30/20
RH,3,abhilonline,0.0,12/30/20
SONO,5,abhilonline,0.0,12/30/20
HD,4,abhilonline,0.0,12/30/20
LOW,4,abhilonline,0.0,12/30/20
AMZN,4,abhilonline,0.0,12/30/20
TWTR,3,abhilonline,0.0,12/30/20
AAPL,4,abhilonline,0.0,12/30/20
DIS,5,abhilonline,0.0,12/30/20
SHOP,4,abhilonline,0.0,12/30/20
FB,4,abhilonline,0.0,12/30/20
CCS,0,abhilonline,0.0,12/30/20
WMT,3,abhilonline,0.0,12/30/20
SQ,5,abhilonline,0.0,12/30/20
ACI,5,tediousrhombus,0.0,12/30/20
FEYE,3,charlie15,0.0,12/30/20
LMND,5,tediousrhombus,0.0,12/30/20
NGG,5,tediousrhombus,0.0,12/30/20
ETSY,4,edwinwong,0.0,12/30/20
MELI,5,edwinwong,0.0,12/30/20
NKE,4,edwinwong,0.0,12/30/20
MNST,4,edwinwong,0.0,12/30/20
GM,2,edwinwong,0.0,12/30/20
AAXN,5,edwinwong,0.0,12/30/20
BA,3,edwinwong,0.0,12/30/20
LMT,3,edwinwong,0.0,12/30/20
NOC,4,edwinwong,0.0,12/30/20
MTZ,5,edwinwong,0.0,12/30/20
LEN,3,edwinwong,0.0,12/30/20
TREX,5,edwinwong,0.0,12/30/20
CSGP,4,edwinwong,0.0,12/30/20
AMT,5,edwinwong,0.0,12/30/20
NEE,4,edwinwong,0.0,12/30/20
REGI,3,edwinwong,0.0,12/30/20
VWDRY,4,edwinwong,0.0,12/30/20
CSIQ,2,edwinwong,0.0,12/30/20
ENPH,4,edwinwong,0.0,12/30/20
FSLR,4,edwinwong,0.0,12/30/20
SEDG,4,edwinwong,0.0,12/30/20
BTG,2,edwinwong,0.0,12/30/20
GOLD,4,edwinwong,0.0,12/30/20
KGC,3,edwinwong,0.0,12/30/20
NEM,5,edwinwong,0.0,12/30/20
IMPUY,0,edwinwong,0.0,12/30/20
LAC,2,edwinwong,0.0,12/30/20
BAC,3,edwinwong,0.0,12/30/20
GS,3,edwinwong,0.0,12/30/20
MS,3,edwinwong,0.0,12/30/20ratings/foolcaps_4,edwinwong,0.0,12/30/20
EHTH,2,edwinwong,0.0,12/30/20
COOP,2,edwinwong,0.0,12/30/20
ECPG,2,edwinwong,0.0,12/30/20
PFSI,3,edwinwong,0.0,12/30/20
PYPL,5,edwinwong,0.0,12/30/20
MA,5,edwinwong,0.0,12/30/20
V,5,edwinwong,0.0,12/30/20
REGN,4,edwinwong,0.0,12/30/20
REX,0,edwinwong,0.0,12/30/20
ABT,4,edwinwong,0.0,12/30/20
BIO,4,edwinwong,0.0,12/30/20
NVCR,5,edwinwong,0.0,12/30/20
DHR,4,edwinwong,0.0,12/30/20
DXCM,5,edwinwong,0.0,12/30/20
FLGT,5,edwinwong,0.0,12/30/20
QDEL,5,edwinwong,0.0,12/30/20
TMO,5,edwinwong,0.0,12/30/20
ABBV,5,edwinwong,0.0,12/30/20
BMY,4,edwinwong,0.0,12/30/20
EBS,5,edwinwong,0.0,12/30/20
HZNP,3,edwinwong,0.0,12/30/20
ANTM,4,edwinwong,0.0,12/30/20
CNC,3,edwinwong,0.0,12/30/20
UNH,4,edwinwong,0.0,12/30/20
TDOC,5,edwinwong,0.0,12/30/20
VEEV,5,edwinwong,0.0,12/30/20
ERIC,4,edwinwong,0.0,12/30/20
NOK,3,edwinwong,0.0,12/30/20
TMUS,4,edwinwong,0.0,12/30/20
EA,4,edwinwong,0.0,12/30/20
NTDOY,4,edwinwong,0.0,12/30/20
ZNGA,4,edwinwong,0.0,12/30/20
DIS,5,edwinwong,0.0,12/30/20
GTN,2,edwinwong,0.0,12/30/20
VIAC,3,edwinwong,0.0,12/30/20
TWLO,5,edwinwong,0.0,12/30/20
ANET,5,edwinwong,0.0,12/30/20
SNE,4,edwinwong,0.0,12/30/20
ADSK,5,edwinwong,0.0,12/30/20
APPS,3,edwinwong,0.0,12/30/20
CDNS,5,edwinwong,0.0,12/30/20
COUP,4,edwinwong,0.0,12/30/20
CRM,4,edwinwong,0.0,12/30/20
HUBS,5,edwinwong,0.0,12/30/20
NOW,4,edwinwong,0.0,12/30/20
SHOP,4,edwinwong,0.0,12/30/20
TTD,5,edwinwong,0.0,12/30/20
WDAY,4,edwinwong,0.0,12/30/20
ZEN,5,edwinwong,0.0,12/30/20
ADBE,4,edwinwong,0.0,12/30/20
BL,5,edwinwong,0.0,12/30/20
OKTA,5,edwinwong,0.0,12/30/20
SNPS,5,edwinwong,0.0,12/30/20
SQ,5,edwinwong,0.0,12/30/20
AMAT,4,edwinwong,0.0,12/30/20
ASML,5,edwinwong,0.0,12/30/20
KLAC,5,edwinwong,0.0,12/30/20
LRCX,4,edwinwong,0.0,12/30/20
AMD,4,edwinwong,0.0,12/30/20
INTC,3,edwinwong,0.0,12/30/20
MU,4,edwinwong,0.0,12/30/20
QCOM,4,edwinwong,0.0,12/30/20
TSM,4,edwinwong,0.0,12/30/20
UMC,4,edwinwong,0.0,12/30/20
IPHI,5,edwinwong,0.0,12/30/20
BABA,4,edwinwong,0.0,12/30/20
JD,5,edwinwong,0.0,12/30/20
TCEHY,5,edwinwong,0.0,12/30/20
VIPS,4,edwinwong,0.0,12/30/20
NFLX,4,edwinwong,0.0,12/30/20
TSLA,2,edwinwong,0.0,12/30/20
GOOGL,5,edwinwong,0.0,12/30/20
MSFT,4,edwinwong,0.0,12/30/20
AAPL,4,edwinwong,0.0,12/29/20
AMZN,4,edwinwong,0.0,12/29/20
FB,4,edwinwong,0.0,12/29/20
PINS,5,electricalfool,0.0,12/29/20
ZNGA,4,tomrobertson55,0.0,12/29/20
ZM,4,tomrobertson55,0.0,12/29/20
MU,4,cruz777,0.0,12/29/20
OKTA,5,crmdude,0.0,12/29/20
SEIC,5,fdube,0.0,12/29/20
BIG,3,fdube,0.0,12/29/20
DHI,4,fdube,0.0,12/29/20
MTH,2,fdube,0.0,12/29/20
PAYX,4,edrpar,0.0,12/29/20
KMX,3,fdube,0.0,12/29/20
ABBV,5,fdube,0.0,12/29/20
RAD,1,thehawkinvestor,0.0,12/29/20
LMND,5,littleshnuk,0.0,12/29/20
AMZN,4,littleshnuk,0.0,12/29/20
SHOP,4,littleshnuk,0.0,12/29/20
FUBO,4,littleshnuk,0.0,12/29/20
TTNP,0,ggirl56,0.0,12/29/20
FLGT,5,littleshnuk,0.0,12/29/20
MELI,5,littleshnuk,0.0,12/29/20
NET,5,littleshnuk,0.0,12/29/20
TTD,5,littleshnuk,0.0,12/29/20
FUBO,4,buddhawealth,0.0,12/29/20
FLGT,5,lutisha,0.0,12/29/20
MSFT,4,cama,0.0,12/29/20
ENPH,4,markw307,0.0,12/29/20
AI,2,cmphan,0.0,12/29/20
FUBO,4,cmphan,0.0,12/29/20
ZM,4,vlazville,0.0,12/29/20
LMND,5,calcat3,0.0,12/29/20
TSLA,2,calcat3,0.0,12/29/20
ZM,4,calcat3,0.0,12/29/20
COUP,4,darrenren90,0.0,12/29/20
NTNX,4,moecloud,0.0,12/29/20
LMND,5,arindam4444,0.0,12/29/20
NVAX,2,imct,0.0,12/29/20
GEVO,1,1chedda,0.0,12/29/20
NIO,2,thomas310,0.0,12/29/20
IIPR,4,pflufool,0.0,12/29/20
DKNG,4,pflufool,0.0,12/29/20
MA,5,zymurgydeluxe,0.0,12/29/20
BEPC,5,secman88,0.0,12/29/20
PYPL,5,zymurgydeluxe,0.0,12/29/20
DAL,3,luvy0712,0.0,12/29/20
NIO,2,manofsteel07,0.0,12/29/20
MRK,4,luvy0712,0.0,12/29/20
HA,3,luvy0712,0.0,12/29/20
QRVO,4,jbuttgereit75,0.0,12/29/20
ZEN,5,aminmakhani,0.0,12/29/20
ASML,5,sartaxi,0.0,12/29/20
ZM,4,fimac,0.0,12/29/20
ZM,4,aminmakhani,0.0,12/29/20
WING,2,aminmakhani,0.0,12/29/20
DKNG,4,jbuttgereit75,0.0,12/29/20
MSFT,4,dave777,0.0,12/29/20
AYX,5,res1122,0.0,12/29/20
IRBT,4,res1122,0.0,12/29/20
AXP,4,res1122,0.0,12/29/20
DIS,5,res1122,0.0,12/29/20
CRM,4,res1122,0.0,12/29/20
SFM,4,res1122,0.0,12/29/20
WDAY,4,res1122,0.0,12/29/20
TGT,4,res1122,0.0,12/29/20
AAPL,4,tpinkjr,0.0,12/29/20
DIS,5,tpinkjr,0.0,12/29/20
IIPR,4,tpinkjr,0.0,12/29/20
TMUS,4,res1122,0.0,12/29/20
TSM,4,res1122,0.0,12/29/20
LUV,3,airline,0.0,12/29/20
SWKS,4,res1122,0.0,12/29/20
SEDG,4,res1122,0.0,12/29/20
JD,5,aidanpaul,0.0,12/29/20
QRVO,4,res1122,0.0,12/29/20
QCOM,4,res1122,0.0,12/29/20
PYPL,5,res1122,0.0,12/29/20
NFLX,4,res1122,0.0,12/29/20
MSFT,4,res1122,0.0,12/29/20
ETSY,4,res1122,0.0,12/29/20
LULU,4,res1122,0.0,12/29/20
GOOG,4,res1122,0.0,12/29/20
SHOP,4,mfanroy2828,0.0,12/29/20
CRM,4,mfanroy2828,0.0,12/29/20
ISRG,5,res1122,0.0,12/29/20
FB,4,mfanroy2828,0.0,12/29/20
NVDA,4,mfanroy2828,0.0,12/29/20
NFLX,4,mfanroy2828,0.0,12/29/20
MSFT,4,mfanroy2828,0.0,12/29/20
INTU,4,res1122,0.0,12/29/20
AMZN,4,mfanroy2828,0.0,12/29/20
AAPL,4,mfanroy2828,0.0,12/29/20
CMG,3,res1122,0.0,12/29/20
ADBE,4,res1122,0.0,12/29/20
AMZN,4,res1122,0.0,12/29/20
ADSK,5,res1122,0.0,12/29/20
AAPL,4,res1122,0.0,12/29/20
AVGO,5,res1122,0.0,12/29/20
PAYC,5,res1122,0.0,12/29/20
MGNI,5,letzcoo,0.0,12/29/20
OLED,5,res1122,0.0,12/29/20
NVDA,4,res1122,0.0,12/29/20
OKTA,5,res1122,0.0,12/29/20
MELI,5,res1122,0.0,12/29/20
AMSC,1,res1122,0.0,12/29/20
HUBS,5,res1122,0.0,12/29/20
TWST,4,fooling15,0.0,12/29/20
ANET,5,res1122,0.0,12/29/20
Z,4,res1122,0.0,12/29/20
TSLA,2,res1122,0.0,12/29/20
TER,5,res1122,0.0,12/29/20
TWLO,5,res1122,0.0,12/29/20
MGNI,5,jbuttgereit75,0.0,12/29/20
GRMN,3,res1122,0.0,12/29/20
GAIA,0,res1122,0.0,12/29/20
VIAC,3,res1122,0.0,12/29/20
WKHS,1,res1122,0.0,12/29/20
LMND,5,clemtisk,0.0,12/29/20
SHOP,4,res1122,0.0,12/29/20
TTD,5,res1122,0.0,12/29/20
SQ,5,res1122,0.0,12/29/20
FUBO,4,ksk339,0.0,12/29/20
PLUG,2,res1122,0.0,12/29/20
NOW,4,res1122,0.0,12/29/20
MTCH,4,res1122,0.0,12/29/20
KLAC,5,res1122,0.0,12/29/20
FSLR,4,res1122,0.0,12/29/20
SPWR,2,res1122,0.0,12/29/20
APPS,3,res1122,0.0,12/29/20
ENPH,4,res1122,0.0,12/29/20
SQ,5,gdael,0.0,12/29/20
ENG,0,golferib1,0.0,12/29/20
QCOM,4,chipman462,0.0,12/29/20
NVTA,4,wonderfull,0.0,12/29/20
FSLY,5,wonderfull,0.0,12/29/20
GRWG,4,sammyjkilla,0.0,12/29/20
FUBO,4,sammyjkilla,0.0,12/29/20
TSLA,2,hawkshawsr,0.0,12/29/20
SWN,2,terry258,0.0,12/29/20
FUBO,4,wonderfull,0.0,12/29/20
SHOP,4,wthielkefool,0.0,12/29/20
PTON,3,wthielkefool,0.0,12/29/20
YNDX,3,alikes2play,0.0,12/29/20
DKNG,4,c67vet,0.0,12/29/20
CELH,4,reu,0.0,12/29/20
CPST,1,cantwait,0.0,12/29/20
MSFT,4,rlohn,0.0,12/29/20
CRWD,5,dfincher,0.0,12/29/20
CRWD,5,1spurssss,0.0,12/29/20
SMAR,4,vitor,0.0,12/29/20
TTD,5,chakraa2,0.0,12/29/20
XPEL,5,bignamehere,0.0,12/29/20
LMND,5,dicksmith,0.0,12/29/20
ZM,4,pjcammi,0.0,12/29/20
APPN,5,motveev,0.0,12/29/20
VEEV,5,motveev,0.0,12/29/20
CGNX,5,bnms8000,0.0,12/29/20
CRWD,5,bnms8000,0.0,12/29/20
SHOP,4,bnms8000,0.0,12/29/20
WORK,4,bnms8000,0.0,12/29/20
ZNGA,4,bnms8000,0.0,12/29/20
LMND,5,manoj9532,0.0,12/29/20
ZM,4,gboss,0.0,12/29/20
APPN,5,gboss,0.0,12/29/20
JD,5,gboss,0.0,12/29/20
ZM,4,mshannon25,0.0,12/29/20
LMND,5,mshannon25,0.0,12/29/20
TTD,5,gboss,0.0,12/29/20
ZM,4,janhudesai,0.0,12/29/20
AMZN,4,gboss,0.0,12/29/20
NIO,2,mbellco,0.0,12/29/20
AAPL,4,zachvanbeek,0.0,12/29/20
LMND,5,zimgal,0.0,12/29/20
MELI,5,moira,0.0,12/29/20
MELI,5,gboss,0.0,12/29/20
BABA,4,tlake,0.0,12/29/20
SPCE,3,rjdrifter,0.0,12/29/20
ZM,4,kajangsatay,0.0,12/29/20
SE,5,gboss,0.0,12/29/20
BABA,4,zendaddy76,0.0,12/29/20
NVDA,4,m1yhealthspks,0.0,12/29/20
LNG,3,elschlesinger,0.0,12/29/20
LMND,5,m1yhealthspks,0.0,12/29/20
ZM,4,m1yhealthspks,0.0,12/29/20
AMD,4,markmade,0.0,12/29/20
JD,5,markmade,0.0,12/29/20
NBIX,5,markmade,0.0,12/29/20
ODFL,4,markmade,0.0,12/29/20
JNJ,4,markmade,0.0,12/29/20
ANET,5,markmade,0.0,12/29/20
ASML,5,markmade,0.0,12/29/20
ROKU,4,m1yhealthspks,0.0,12/29/20
GRWG,4,m1yhealthspks,0.0,12/29/20
HUBS,5,m1yhealthspks,0.0,12/29/20
CRWD,5,m1yhealthspks,0.0,12/29/20
ALB,4,mcgreezie,0.0,12/29/20
APPN,5,m1yhealthspks,0.0,12/29/20
FLGT,5,tzveto99,0.0,12/29/20
PLUG,2,andrewpermenter,0.0,12/29/20
PINS,5,dexfund,0.0,12/29/20
RHP,4,thinkelk,0.0,12/29/20
SQ,5,dexfund,0.0,12/29/20
PYPL,5,thinkelk,0.0,12/29/20
VEEV,5,thinkelk,0.0,12/29/20
LSPD,5,mzbjj1990,0.0,12/29/20
SHOP,4,thinkelk,0.0,12/29/20
AAL,2,dexfund,0.0,12/29/20
WD,5,thinkelk,0.0,12/29/20
PEAK,2,thinkelk,0.0,12/29/20
LADR,3,thinkelk,0.0,12/29/20
OKTA,5,thinkelk,0.0,12/29/20
SQ,5,thinkelk,0.0,12/29/20
LI,5,dexfund,0.0,12/29/20
PLTR,4,nest0r,0.0,12/29/20
NIO,2,dexfund,0.0,12/29/20
XPEL,5,dexfund,0.0,12/29/20
PLUG,2,dexfund,0.0,12/29/20
SNPS,5,pedram98,0.0,12/29/20
DIS,5,camtam2,0.0,12/29/20
PINS,5,camtam2,0.0,12/29/20
IPHI,5,camtam2,0.0,12/29/20
CRWD,5,camtam2,0.0,12/29/20
ZM,4,camtam2,0.0,12/29/20
FLGT,5,camtam2,0.0,12/29/20
NEO,4,camtam2,0.0,12/29/20
SQ,5,camtam2,0.0,12/29/20
AZRE,0,camtam2,0.0,12/29/20
TSLA,2,tarheelrx,0.0,12/29/20
APPN,5,thinkelk,0.0,12/29/20
SHOP,4,rtjr65,0.0,12/29/20
AVB,3,thinkelk,0.0,12/29/20
LMND,5,abhilonline,41.19,12/30/20
PTON,3,abhilonline,41.19,12/30/20
ROKU,4,abhilonline,41.19,12/30/20
HEXO,3,huerita71,35.25,12/30/20
SFIX,4,huerita71,35.25,12/30/20
WORK,4,huerita71,35.25,12/30/20
PINS,5,huerita71,35.25,12/30/20
BAND,4,huerita71,35.25,12/30/20
LMND,5,huerita71,35.25,12/30/20
HUYA,4,curious200,24.04,12/30/20
SE,5,curious200,24.04,12/30/20
NET,5,curious200,24.04,12/30/20
INMD,5,curious200,24.04,12/30/20
PLTR,4,curious200,24.04,12/30/20
ZS,4,curious200,24.04,12/30/20
JMIA,3,curious200,24.04,12/30/20
STNE,5,curious200,24.04,12/30/20
PINS,5,curious200,24.04,12/30/20
CRWD,5,curious200,24.04,12/30/20
FVRR,5,curious200,24.04,12/30/20
LMND,5,curious200,24.04,12/30/20
ZM,4,curious200,24.04,12/30/20
SFIX,4,curious200,24.04,12/30/20
NIO,2,curious200,24.04,12/30/20
SFIX,4,edwinwong,21.74,12/30/20
XPEL,5,edwinwong,21.74,12/30/20
ZM,4,edwinwong,21.74,12/30/20
SE,5,edwinwong,21.74,12/30/20
ROKU,4,edwinwong,21.74,12/30/20
FVRR,5,edwinwong,21.74,12/30/20
PINS,5,edwinwong,21.74,12/30/20
DOCU,5,edwinwong,21.74,12/30/20
FSLY,5,edwinwong,21.74,12/30/20
CRWD,5,edwinwong,21.74,12/30/20
NET,5,edwinwong,21.74,12/30/20
NVDA,4,edwinwong,21.74,12/30/20
BILI,5,edwinwong,21.74,12/30/20
SMAR,4,res1122,21.47,12/29/20
ZM,4,res1122,21.47,12/29/20
BAND,4,res1122,21.47,12/29/20
YETI,3,res1122,21.47,12/29/20
UBER,2,res1122,21.47,12/29/20
SE,5,res1122,21.47,12/29/20
PLTR,4,res1122,21.47,12/29/20
LMND,5,res1122,21.47,12/29/20
SFIX,4,res1122,21.47,12/29/20
ZS,4,res1122,21.47,12/29/20
DOCU,5,res1122,21.47,12/29/20
CRWD,5,res1122,21.47,12/29/20
FVRR,5,res1122,21.47,12/29/20
STNE,5,res1122,21.47,12/29/20
SPOT,4,res1122,21.47,12/29/20
ROKU,4,res1122,21.47,12/29/20
FSLY,5,res1122,21.47,12/29/20
SPCE,3,res1122,21.47,12/29/20
PINS,5,res1122,21.47,12/29/20
PAGS,4,res1122,21.47,12/29/20
NET,5,res1122,21.47,12/29/20
MDB,5,res1122,21.47,12/29/20
JMIA,3,res1122,21.47,12/29/20
FUBO,4,res1122,21.47,12/29/20
ESTC,5,res1122,21.47,12/29/20
DAVA,5,res1122,21.47,12/29/20
PTON,3,res1122,21.47,12/29/20
DLR,5,midwestninja,21.35,12/29/20
AMT,5,midwestninja,21.35,12/29/20
ETSY,4,tmfrachelw,<20,12/29/20
MELI,5,tmfrachelw,<20,12/29/20
PVH,2,elremaro,35.61,12/30/20
LH,5,elremaro,35.61,12/30/20
BABA,4,elremaro,31.79,12/30/20
FCEL,2,elremaro,31.79,12/30/20
SPOT,4,elremaro,31.79,12/29/20
FLGT,5,larryzie,46.31,12/30/20
CREE,4,rpm1974,40.36,12/29/20
AMC,1,stampsc,39.64,12/30/20
STMP,4,fooldiligence,<20,12/29/20
NLS,3,fooldiligence,<20,12/29/20
BLNK,1,fooldiligence,<20,12/29/20
FSLY,5,jonnyboy5555,35.39,12/30/20
HUYA,4,pannikin,<20,12/30/20
AMRN,3,pannikin,<20,12/30/20
ALT,2,pannikin,<20,12/30/20
EQT,2,snappy85,27.88,12/30/20
NBIX,5,bogey02,28.96,12/30/20
RKT,4,halffrenzy,24.57,12/30/20
CREG,1,halffrenzy,24.57,12/30/20
